"State","BeerName","ABV","IBU","Style","BreweryName","lat","long"
"IN","Circuit Bohemian Pilsner",0.045,35,"Czech Pilsener","Tin Man Brewing Company","39.791","-86.148"
"IN","Half Cycle IPA",0.06,104,"American IPA","Flat 12 Bierwerks","39.791","-86.148"
"IN","Cherry Ale (1)",0.057,18,"Fruit / Vegetable Beer","Great Crescent Brewery","39.791","-86.148"
"IN","Honey Kolsch",0.046,15,"Kölsch","450 North Brewing Company","39.791","-86.148"
"IN","Bourbon Barrel Aged Timmie",0.099,75,"Russian Imperial Stout","Sun King Brewing Company","39.791","-86.148"
"IN","Csar",0.12,90,"Russian Imperial Stout","Tin Man Brewing Company","39.791","-86.148"
"IN","Indianapolis Indians Lager",0.052,24,"Dortmunder / Export Lager","Sun King Brewing Company","39.791","-86.148"
"IN","Ring of Dingle",0.071,27,"Irish Dry Stout","Sun King Brewing Company","39.791","-86.148"
"IN","Pail Ale",0.055,30,"American Pale Ale (APA)","Chapman's Brewing","39.791","-86.148"
"IN","Pale Alement",0.055,40,"American Pale Ale (APA)","Burn 'Em Brewing","39.791","-86.148"
"IN","Joey Wheat",0.068,16,"American Pale Wheat Ale","Burn 'Em Brewing","39.791","-86.148"
"IN","Wee Muckle (2011)",0.09,30,"Scotch Ale / Wee Heavy","Sun King Brewing Company","39.791","-86.148"
"IN","Rivet Irish Red Ale",0.051,22,"Irish Red Ale","Tin Man Brewing Company","39.791","-86.148"
"IN","Tribute",0.058,58,"American Pale Ale (APA)","Indiana City Brewing","39.791","-86.148"
"IN","Great Crescent Blonde Ale (2011)",0.053,22,"American Blonde Ale","Great Crescent Brewery","39.791","-86.148"
"IN","Great Crescent Blonde Ale",0.053,22,"American Blonde Ale","Great Crescent Brewery","39.791","-86.148"
"IN","Great Crescent Coconut Porter",0.056,33,"American Porter","Great Crescent Brewery","39.791","-86.148"
"IN","Whip Fight",0.09,30,"Scotch Ale / Wee Heavy","Sun King Brewing Company","39.791","-86.148"
"IN","Port Barrel Wee Mac",0.053,23,"Scotch Ale / Wee Heavy","Sun King Brewing Company","39.791","-86.148"
"IN","Great Crescent Mild Ale",0.042,26,"English Dark Mild Ale","Great Crescent Brewery","39.791","-86.148"
"IN","Wee Mac Scottish-Style Ale",0.054,23,"Scottish Ale","Sun King Brewing Company","39.791","-86.148"
"IN","Great Crescent IPA (2011)",0.062,60,"American IPA","Great Crescent Brewery","39.791","-86.148"
"IN","Wee Muckle",0.09,30,"Scotch Ale / Wee Heavy","Sun King Brewing Company","39.791","-86.148"
"IN","Grapefruit Jungle (GFJ)",0.075,77,"American IPA","Sun King Brewing Company","39.791","-86.148"
"IN","Alloy",0.058,36,"American IPA","Tin Man Brewing Company","39.791","-86.148"
"IN","Fistful Of Hops Blue",0.064,75,"American IPA","Sun King Brewing Company","39.791","-86.148"
"IN","General George Patton Pilsner",0.054,48,"Czech Pilsener","Evil Czech Brewery","39.791","-86.148"
"IN","Osiris Pale Ale",0.056,50,"American Pale Ale (APA)","Sun King Brewing Company","39.791","-86.148"
"IN","Ironman",0.09,50,"English Strong Ale","450 North Brewing Company","39.791","-86.148"
"IN","Great Crescent Dark Lager",0.057,23,"Euro Dark Lager","Great Crescent Brewery","39.791","-86.148"
"IN","Indians Victory Lager (2012)",0.052,24,"Dortmunder / Export Lager","Sun King Brewing Company","39.791","-86.148"
"IN","Damascene Apricot Sour",0.052,12,"Fruit / Vegetable Beer","Tin Man Brewing Company","39.791","-86.148"
"IN","Sun King Oktoberfest",0.055,23,"Märzen / Oktoberfest","Sun King Brewing Company","39.791","-86.148"
"IN","Bitter Bitch",0.061,60,"American Pale Ale (APA)","18th Street Brewery","39.791","-86.148"
"IN","Fistful of Hops Green",0.064,75,"American IPA","Sun King Brewing Company","39.791","-86.148"
"IN","Bourbon Barrel Johan",0.099,60,"English Barleywine","Sun King Brewing Company","39.791","-86.148"
"IN","3:33 Black IPA",0.072,86,"American IPA","Burn 'Em Brewing","39.791","-86.148"
"IN","Great Crescent IPA",0.062,60,"American IPA","Great Crescent Brewery","39.791","-86.148"
"IN","The Velvet Fog",0.09,24,"Quadrupel (Quad)","Sun King Brewing Company","39.791","-86.148"
"IN","Fistful Of Hops Red",0.064,75,"American IPA","Sun King Brewing Company","39.791","-86.148"
"IN","White Reaper",0.07,61,"Belgian IPA","Evil Czech Brewery","39.791","-86.148"
"IN","Fistful of Hops Orange",0.063,75,"American IPA","Sun King Brewing Company","39.791","-86.148"
"IN","Upland Wheat Ale",0.045,15,"Witbier","Upland Brewing Company","39.791","-86.148"
"IN","Scarecrow",0.069,65,"American IPA","450 North Brewing Company","39.791","-86.148"
"IN","Pale Alement",0.055,40,"American Pale Ale (APA)","Burn 'Em Brewing","39.791","-86.148"
"IN","Beer Agent Re-Ignition",0.053,22,"American Blonde Ale","Great Crescent Brewery","39.791","-86.148"
"IN","Bourbon Barrel Wee Mac",0.054,23,"Scottish Ale","Sun King Brewing Company","39.791","-86.148"
"IN","Bourbon Barrel Aged Coconut Porter",0.056,33,"American Porter","Great Crescent Brewery","39.791","-86.148"
"IN","Citrafest",0.05,45,"American IPA","450 North Brewing Company","39.791","-86.148"
"IN","Yoshi's Nectar",0.053,27,"California Common / Steam Beer","Three Pints Brewing","39.791","-86.148"
"IN","Aurora Lager",0.057,27,"Dortmunder / Export Lager","Great Crescent Brewery","39.791","-86.148"
"IN","Hopkick Dropkick",0.099,115,"American Double / Imperial IPA","Burn 'Em Brewing","39.791","-86.148"
"IN","Campside Session IPA",0.045,50,"American IPA","Upland Brewing Company","39.791","-86.148"
"IN","Osiris Pale Ale (2010)",0.056,50,"American Pale Ale (APA)","Sun King Brewing Company","39.791","-86.148"
"IN","Cherry Ale",0.057,18,"Fruit / Vegetable Beer","Great Crescent Brewery","39.791","-86.148"
"IN","Sunlight Cream Ale",0.053,20,"Cream Ale","Sun King Brewing Company","39.791","-86.148"
"IN","Blonde Czich",0.049,23,"American Blonde Ale","Evil Czech Brewery","39.791","-86.148"
"IN","The Gadget",0.064,90,"American IPA","Four Fathers Brewing","39.791","-86.148"
"KS","Tallgrass Pub Ale",0.044,12,"American Brown Ale","Tallgrass Brewing Company","39.0558","-95.6894"
"KS","Wild Plum Farmhouse Ale",0.056,20,"Saison / Farmhouse Ale","Tallgrass Brewing Company","39.0558","-95.6894"
"KS","Halcyon Unfiltered Wheat",0.05,20,"American Pale Wheat Ale","Tallgrass Brewing Company","39.0558","-95.6894"
"KS","Ginger Peach Saison",0.048,20,"Saison / Farmhouse Ale","Tallgrass Brewing Company","39.0558","-95.6894"
"KS","Zombie Monkie",0.062,35,"American Porter","Tallgrass Brewing Company","39.0558","-95.6894"
"KS","Tallgrass IPA",0.063,60,"American IPA","Tallgrass Brewing Company","39.0558","-95.6894"
"KS","Oasis (2010)",0.072,93,"American Double / Imperial IPA","Tallgrass Brewing Company","39.0558","-95.6894"
"KS","Ethos IPA",0.068,110,"American IPA","Tallgrass Brewing Company","39.0558","-95.6894"
"KS","Vanilla Bean Buffalo Sweat",0.05,20,"Oatmeal Stout","Tallgrass Brewing Company","39.0558","-95.6894"
"KS","Gutch English Style Mild Ale",0.05,16,"English Pale Mild Ale","Defiance Brewing Company","39.0558","-95.6894"
"KS","Wooden Rooster",0.085,34,"Tripel","Tallgrass Brewing Company","39.0558","-95.6894"
"KS","Oasis",0.072,93,"Extra Special / Strong Bitter (ESB)","Tallgrass Brewing Company","39.0558","-95.6894"
"KS","Tallgrass Ale",0.044,22,"American Brown Ale","Tallgrass Brewing Company","39.0558","-95.6894"
"KS","Köld Lager (2010)",0.05,16,"German Pilsener","Tallgrass Brewing Company","39.0558","-95.6894"
"KS","Buffalo Sweat (2010)",0.05,20,"Milk / Sweet Stout","Tallgrass Brewing Company","39.0558","-95.6894"
"KS","Halcyon Unfiltered Wheat",0.05,20,"American Pale Wheat Ale","Tallgrass Brewing Company","39.0558","-95.6894"
"KS","Buffalo Sweat",0.05,20,"Milk / Sweet Stout","Tallgrass Brewing Company","39.0558","-95.6894"
"KS","Tonganoxie Honey Wheat",0.044,22,"American Pale Wheat Ale","High Noon Saloon And Brewery","39.0558","-95.6894"
"KS","Thrasher Session India Pale Ale",0.045,44,"American IPA","Defiance Brewing Company","39.0558","-95.6894"
"KY","London Balling",0.125,80,"English Barleywine","Against the Grain Brewery","38.197","-84.863"
"KY","The Brown Note",0.05,20,"American Brown Ale","Against The Grain Brewery","38.197","-84.863"
"KY","Citra Ass Down",0.082,68,"American IPA","Against The Grain Brewery","38.197","-84.863"
"KY","Sho'nuff",0.04,13,"Belgian Pale Ale","Against the Grain Brewery","38.197","-84.863"
"KY","Citra Ass Down",0.08,68,"American Double / Imperial IPA","Against the Grain Brewery","38.197","-84.863"
"KY","A Beer",0.042,42,"American Pale Ale (APA)","Against the Grain Brewery","38.197","-84.863"
"KY","Rico Sauvin",0.076,68,"American Double / Imperial IPA","Against the Grain Brewery","38.197","-84.863"
"KY","Pile of Face",0.06,65,"American IPA","Against the Grain Brewery","38.197","-84.863"
"KY","Bloody Show",0.055,17,"American Pilsner","Against the Grain Brewery","38.197","-84.863"
"KY","Flesh Gourd'n",0.066,21,"Pumpkin Ale","Against the Grain Brewery","38.197","-84.863"
"KY","The Brown Note",0.05,20,"English Brown Ale","Against the Grain Brewery","38.197","-84.863"
"KY","35 K",0.077,25,"Milk / Sweet Stout","Against the Grain Brewery","38.197","-84.863"
"KY","Rules are Rules",0.05,25,"German Pilsener","Against the Grain Brewery","38.197","-84.863"
"KY","Coq de la Marche",0.051,38,"Saison / Farmhouse Ale","Against the Grain Brewery","38.197","-84.863"
"LA","Purple Haze",0.042,13,"Fruit / Vegetable Beer","Abita Brewing Company","30.45","-91.14"
"LA","Tin Roof Watermelon Wheat",0.05,21,"Fruit / Vegetable Beer","Tin Roof Brewing Company","30.45","-91.14"
"LA","Perfect Tin Amber",0.045,28,"American Amber / Red Ale","Tin Roof Brewing Company","30.45","-91.14"
"LA","Jockamo IPA",0.065,52,"American IPA","Abita Brewing Company","30.45","-91.14"
"LA","Juke Joint IPA",0.07,60,"American IPA","Tin Roof Brewing Company","30.45","-91.14"
"LA","Parade Ground Coffee Porter",0.07,35,"American Porter","Tin Roof Brewing Company","30.45","-91.14"
"LA","Abita Amber",0.045,17,"American Amber / Red Lager","Abita Brewing Company","30.45","-91.14"
"LA","Commotion APA",0.052,49,"American Pale Ale (APA)","Great Raft Brewing Company","30.45","-91.14"
"LA","Voodoo Bengal Pale Ale",0.055,37,"American Pale Ale (APA)","Tin Roof Brewing Company","30.45","-91.14"
"LA","Tin Roof Blonde Ale",0.045,18,"American Blonde Ale","Tin Roof Brewing Company","30.45","-91.14"
"MA","Hoponius Union",0.067,65,"American India Pale Lager","Jack's Abby Craft Lagers","42.3581","-71.0636"
"MA","Be Hoppy IPA",0.065,69,"American IPA","Wormtown Brewery","42.3581","-71.0636"
"MA","Boston Lager",0.049,30,"Vienna Lager","Boston Beer Company","42.3581","-71.0636"
"MA","The Long Thaw White IPA",0.062,45,"American White IPA","Harpoon Brewery","42.3581","-71.0636"
"MA","Boston Lager",0.049,30,"Vienna Lager","Boston Beer Company","42.3581","-71.0636"
"MA","Calyptra",0.049,45,"American India Pale Lager","Jack's Abby Craft Lagers","42.3581","-71.0636"
"MA","Excess IPL",0.072,80,"American India Pale Lager","Jack's Abby Craft Lagers","42.3581","-71.0636"
"MA","Beach Blonde",0.049,10,"American Blonde Ale","Cape Cod Beer","42.3581","-71.0636"
"MA","Banner American Ale",0.035,45,"American Amber / Red Ale","Banner Beer Company","42.3581","-71.0636"
"MA","Pumpkan",0.052,20,"Pumpkin Ale","Wachusett Brewing Company","42.3581","-71.0636"
"MA","Leisure Time",0.048,15,"American Pale Lager","Jack's Abby Craft Lagers","42.3581","-71.0636"
"MA","House Lager",0.052,18,"Keller Bier / Zwickel Bier","Jack's Abby Craft Lagers","42.3581","-71.0636"
"MA","Harpoon IPA (2010)",0.059,42,"American IPA","Harpoon Brewery","42.3581","-71.0636"
"MA","Fisherman's Brew",0.055,30,"American Amber / Red Ale","Cape Ann Brewing Company","42.3581","-71.0636"
"MA","Green Monsta IPA",0.06,55,"American IPA","Wachusett Brewing Company","42.3581","-71.0636"
"MA","Bunker Hill Blueberry Ale",0.048,16,"Other","Beer Works Brewery","42.3581","-71.0636"
"MA","UFO Gingerland",0.052,15,"Herbed / Spiced Beer","Harpoon Brewery","42.3581","-71.0636"
"MA","Wachusett Light IPA",0.04,37,"American IPA","Wachusett Brewing Company","42.3581","-71.0636"
"MA","Imperial Pumpkin Stout",0.099,43,"Pumpkin Ale","Cape Ann Brewing Company","42.3581","-71.0636"
"MA","Wachusett Blueberry Ale",0.045,10,"Fruit / Vegetable Beer","Wachusett Brewing Company","42.3581","-71.0636"
"MA","Cape Cod Red",0.055,35,"American Amber / Red Ale","Cape Cod Beer","42.3581","-71.0636"
"MA","Fisherman's Pils",0.054,35,"German Pilsener","Cape Ann Brewing Company","42.3581","-71.0636"
"MA","Harpoon Summer Beer (2012)",0.05,28,"Kölsch","Harpoon Brewery","42.3581","-71.0636"
"MA","UFO White",0.048,10,"American Pale Wheat Ale","Harpoon Brewery","42.3581","-71.0636"
"MA","Harpoon Summer Beer (2010)",0.05,28,"Kölsch","Harpoon Brewery","42.3581","-71.0636"
"MA","Watermelon Ale",0.05,10,"Fruit / Vegetable Beer","Beer Works Brewery","42.3581","-71.0636"
"MA","Fenway American Pale Ale",0.058,45,"American Pale Ale (APA)","Beer Works Brewery","42.3581","-71.0636"
"MA","Back Bay IPA",0.068,85,"American IPA","Beer Works Brewery","42.3581","-71.0636"
"MA","Dead-Eye DIPA",0.09,130,"American Double / Imperial IPA","Cape Ann Brewing Company","42.3581","-71.0636"
"MA","Wachusett IPA",0.056,50,"American IPA","Wachusett Brewing Company","42.3581","-71.0636"
"MA","Boston Lager",0.049,30,"Vienna Lager","Boston Beer Company","42.3581","-71.0636"
"MA","Steel Rail Extra Pale Ale",0.053,20,"American Pale Ale (APA)","Berkshire Brewing Company","42.3581","-71.0636"
"MA","Rebel IPA",0.065,45,"American IPA","Boston Beer Company","42.3581","-71.0636"
"MA","Westfield Octoberfest",0.057,22,"Märzen / Oktoberfest","Westfield River Brewing Company","42.3581","-71.0636"
"MA","Green Monsta IPA",0.06,55,"American IPA","Wachusett Brewing Company","42.3581","-71.0636"
"MA","Porch Rocker",0.045,8,"Radler","Boston Beer Company","42.3581","-71.0636"
"MA","Harpoon Summer Beer",0.05,28,"Kölsch","Harpoon Brewery","42.3581","-71.0636"
"MA","Banner American Rye",0.045,20,"Rye Beer","Banner Beer Company","42.3581","-71.0636"
"MA","UFO Pumpkin",0.059,20,"Pumpkin Ale","Harpoon Brewery","42.3581","-71.0636"
"MA","Quarter Mile Double IPA",0.08,80,"American Double / Imperial IPA","Blue Hills Brewery","42.3581","-71.0636"
"MA","Harpoon IPA (2012)",0.059,42,"American IPA","Harpoon Brewery","42.3581","-71.0636"
"MA","Lost Sailor IPA",0.055,40,"English India Pale Ale (IPA)","Berkshire Brewing Company","42.3581","-71.0636"
"MA","Wachusett Light IPA (2013)",0.04,37,"American IPA","Wachusett Brewing Company","42.3581","-71.0636"
"MA","Larry Imperial IPA",0.085,85,"American Double / Imperial IPA","Wachusett Brewing Company","42.3581","-71.0636"
"MA","Samuel Adams Octoberfest",0.053,15,"Märzen / Oktoberfest","Boston Beer Company","42.3581","-71.0636"
"MA","Country Pale Ale",0.051,17,"English Pale Ale","Wachusett Brewing Company","42.3581","-71.0636"
"MA","Samuel Adams Summer Ale",0.053,7,"American Pale Wheat Ale","Boston Beer Company","42.3581","-71.0636"
"MA","Fisherman's IPA",0.055,64,"American IPA","Cape Ann Brewing Company","42.3581","-71.0636"
"MA","Harpoon Octoberfest",0.055,30,"Märzen / Oktoberfest","Harpoon Brewery","42.3581","-71.0636"
"MA","Charlie in the Rye",0.058,55,"American IPA","Westfield River Brewing Company","42.3581","-71.0636"
"MA","Harpoon IPA",0.059,42,"American IPA","Harpoon Brewery","42.3581","-71.0636"
"MD","Pump House IPA",0.055,45,"American IPA","Red Shedman Farm Brewery and Hop...","38.9729","-76.5012"
"MD","Underdog Atlantic Lager",0.047,28,"American Pale Lager","Flying Dog Brewery","38.9729","-76.5012"
"MD","Old Pro",0.042,10,"Gose","Union Craft Brewing","38.9729","-76.5012"
"MD","Snake Dog IPA",0.071,60,"American IPA","Flying Dog Brewery","38.9729","-76.5012"
"MD","Farmer's Daughter Blonde",0.051,17,"American Blonde Ale","Red Shedman Farm Brewery and Hop...","38.9729","-76.5012"
"MD","Loose Cannon",0.072,45,"American IPA","Heavy Seas Beer","38.9729","-76.5012"
"MD","Vanilla Porter",0.047,25,"American Porter","Red Shedman Farm Brewery and Hop...","38.9729","-76.5012"
"MD","AARGHtoberfest!",0.06,30,"Märzen / Oktoberfest","Heavy Seas Beer","38.9729","-76.5012"
"MD","Double Duckpin",0.085,90,"American Double / Imperial IPA","Union Craft Brewing","38.9729","-76.5012"
"MD","Honey Rye",0.058,18,"Rye Beer","Red Shedman Farm Brewery and Hop...","38.9729","-76.5012"
"ME","Clean Shave IPA",0.067,70,"American IPA","Glabrous Brewing Company","44.307","-69.782"
"ME","Stowaway IPA",0.069,69,"American IPA","Baxter Brewing Company","44.307","-69.782"
"ME","Pamola Xtra Pale Ale",0.049,28,"American Pale Ale (APA)","Baxter Brewing Company","44.307","-69.782"
"ME","Amber Road",0.055,35,"American Amber / Red Ale","Baxter Brewing Company","44.307","-69.782"
"ME","Summer Session Ale",0.05,61,"American Pale Wheat Ale","Peak Organic Brewing Company","44.307","-69.782"
"ME","On the Count of 3 (2015)",0.07,42,"Hefeweizen","Baxter Brewing Company","44.307","-69.782"
"ME","Monkey Fist IPA",0.069,65,"American IPA","Shipyard Brewing Company","44.307","-69.782"
"MI","Train Hopper",0.058,72,"American IPA","Witch's Hat Brewing Company","42.7336","-84.5467"
"MI","Dark Star",0.08,54,"American Stout","Big Lake Brewing","42.7336","-84.5467"
"MI","Horny Monk",0.069,20,"Dubbel","Petoskey Brewing","42.7336","-84.5467"
"MI","Vanilla Porter",0.07,11,"American Porter","Gonzo's BiggDogg Brewing","42.7336","-84.5467"
"MI","All Day IPA",0.047,42,"American IPA","Founders Brewing Company","42.7336","-84.5467"
"MI","Grand Circus IPA",0.05,62,"American IPA","Atwater Brewery","42.7336","-84.5467"
"MI","Hotbox Brown",0.055,10,"American Brown Ale","Perrin Brewing Company","42.7336","-84.5467"
"MI","North 45 Amber Ale",0.059,25,"American Amber / Red Ale","Petoskey Brewing","42.7336","-84.5467"
"MI","Grapefruit IPA",0.05,35,"American IPA","Perrin Brewing Company","42.7336","-84.5467"
"MI","Peck's Porter",0.065,35,"American Porter","Tapistry Brewing","42.7336","-84.5467"
"MI","Centennial IPA",0.072,65,"American IPA","Founders Brewing Company","42.7336","-84.5467"
"MI","Sparkle",0.041,12,"American Pale Lager","Petoskey Brewing","42.7336","-84.5467"
"MI","El Rojo",0.065,25,"American Amber / Red Ale","Griffin Claw Brewing Company","42.7336","-84.5467"
"MI","Twisted Helles Summer Lager",0.055,18,"Munich Helles Lager","Frankenmuth Brewery","42.7336","-84.5467"
"MI","Atwater's Lager",0.05,12,"Munich Helles Lager","Atwater Brewery","42.7336","-84.5467"
"MI","Vanilla Java Porter",0.055,12,"American Porter","Atwater Brewery","42.7336","-84.5467"
"MI","Blood Orange Honey",0.057,10,"Fruit / Vegetable Beer","Cheboygan Brewing Company","42.7336","-84.5467"
"MI","98 Problems (Cuz A Hop Ain't One)",0.065,65,"American IPA","Perrin Brewing Company","42.7336","-84.5467"
"MI","Dirty Bastard",0.085,50,"Scotch Ale / Wee Heavy","Founders Brewing Company","42.7336","-84.5467"
"MI","Grind Line",0.05,35,"American Pale Ale (APA)","Griffin Claw Brewing Company","42.7336","-84.5467"
"MI","51K IPA",0.07,51,"American IPA","Blackrocks Brewery","42.7336","-84.5467"
"MI","Veteran’s Pale Ale (VPA)",0.05,40,"American Pale Ale (APA)","Perrin Brewing Company","42.7336","-84.5467"
"MI","Nordskye",0.048,47,"American IPA","Blackrocks Brewery","42.7336","-84.5467"
"MI","Batch 69 IPA",0.069,69,"American IPA","Frankenmuth Brewery","42.7336","-84.5467"
"MI","Gold",0.048,15,"American Blonde Ale","Perrin Brewing Company","42.7336","-84.5467"
"MI","Mind's Eye PA",0.067,74,"American IPA","Petoskey Brewing","42.7336","-84.5467"
"MI","Norm's Gateway IPA",0.04,55,"American IPA","Griffin Claw Brewing Company","42.7336","-84.5467"
"MI","Dirty Blonde Ale",0.045,8,"American Blonde Ale","Atwater Brewery","42.7336","-84.5467"
"MI","Oval Beach Blonde Ale",0.05,11,"American Blonde Ale","Saugatuck Brewing Company","42.7336","-84.5467"
"MI","IPA #11",0.057,58,"American IPA","Cheboygan Brewing Company","42.7336","-84.5467"
"MI","Mr. Blue Sky",0.045,6,"American Pale Wheat Ale","Griffin Claw Brewing Company","42.7336","-84.5467"
"MI","Wolverine Premium Lager",0.047,15,"American Pale Lager","Wolverine State Brewing Company","42.7336","-84.5467"
"MI","Sky High Rye",0.06,55,"American Pale Ale (APA)","Arcadia Brewing Company","42.7336","-84.5467"
"MI","North Third Stout",0.06,30,"Foreign / Export Stout","Blackrocks Brewery","42.7336","-84.5467"
"MI","Hop A-Peel",0.075,115,"American Double / Imperial IPA","Atwater Brewery","42.7336","-84.5467"
"MI","Grand Trunk Bohemian Pils",0.05,35,"Czech Pilsener","Griffin Claw Brewing Company","42.7336","-84.5467"
"MI","Screamin’ Pumpkin",0.05,25,"Pumpkin Ale","Griffin Claw Brewing Company","42.7336","-84.5467"
"MI","Whitsun",0.062,17,"American Pale Wheat Ale","Arcadia Brewing Company","42.7336","-84.5467"
"MN","Get Together",0.045,50,"American IPA","NorthGate Brewing","44.9442","-93.0936"
"MN","Maggie's Leap",0.049,26,"Milk / Sweet Stout","NorthGate Brewing","44.9442","-93.0936"
"MN","Wall's End",0.048,19,"English Brown Ale","NorthGate Brewing","44.9442","-93.0936"
"MN","Pumpion",0.06,38,"Pumpkin Ale","NorthGate Brewing","44.9442","-93.0936"
"MN","Stronghold",0.06,25,"American Porter","NorthGate Brewing","44.9442","-93.0936"
"MN","Parapet ESB",0.056,47,"Extra Special / Strong Bitter (ESB)","NorthGate Brewing","44.9442","-93.0936"
"MN","Sweet Yamma Jamma Ale",0.05,10,"Fruit / Vegetable Beer","Indeed Brewing Company","44.9442","-93.0936"
"MN","Shenanigans Summer Ale",0.046,27,"American Pale Wheat Ale","Indeed Brewing Company","44.9442","-93.0936"
"MN","Midnight Ryder",0.065,80,"American Black Ale","Indeed Brewing Company","44.9442","-93.0936"
"MN","Day Tripper Pale Ale",0.054,45,"American Pale Ale (APA)","Indeed Brewing Company","44.9442","-93.0936"
"MN","Bark Bite IPA",0.066,50,"American IPA","Big Wood Brewery","44.9442","-93.0936"
"MN","Morning Wood",0.055,35,"Oatmeal Stout","Big Wood Brewery","44.9442","-93.0936"
"MN","Make It So",0.053,40,"Extra Special / Strong Bitter (ESB)","Summit Brewing Company","44.9442","-93.0936"
"MN","Wagon Party",0.054,55,"California Common / Steam Beer","Bauhaus Brew Labs","44.9442","-93.0936"
"MN","Sky-Five",0.067,70,"American IPA","Bauhaus Brew Labs","44.9442","-93.0936"
"MN","Stargrazer",0.05,28,"Schwarzbier","Bauhaus Brew Labs","44.9442","-93.0936"
"MN","Wonderstuff",0.054,48,"German Pilsener","Bauhaus Brew Labs","44.9442","-93.0936"
"MN","Extra Pale Ale",0.053,49,"American Pale Ale (APA)","Summit Brewing Company","44.9442","-93.0936"
"MN","BLAKKR",0.099,85,"American Black Ale","Surly Brewing Company","44.9442","-93.0936"
"MN","Overrated! West Coast Style IPA",0.073,69,"American IPA","Surly Brewing Company","44.9442","-93.0936"
"MN","Getaway",0.052,30,"German Pilsener","Lift Bridge Brewing Company","44.9442","-93.0936"
"MN","Farm Girl Saison",0.06,30,"Saison / Farmhouse Ale","Lift Bridge Brewing Company","44.9442","-93.0936"
"MN","SurlyFest",0.055,34,"Rye Beer","Surly Brewing Company","44.9442","-93.0936"
"MN","Coffee Bender",0.051,45,"American Brown Ale","Surly Brewing Company","44.9442","-93.0936"
"MN","Hunny Do Wheat",0.048,18,"American Pale Wheat Ale","Third Street Brewhouse","44.9442","-93.0936"
"MN","14° ESB",0.056,32,"Extra Special / Strong Bitter (ESB)","Bent Paddle Brewing Company","44.9442","-93.0936"
"MN","Hopvale Organic Ale",0.047,55,"American Pale Ale (APA)","Summit Brewing Company","44.9442","-93.0936"
"MN","Unchained #18 Hop Silo",0.083,100,"American Double / Imperial IPA","Summit Brewing Company","44.9442","-93.0936"
"MN","Venture Pils",0.05,38,"German Pilsener","Bent Paddle Brewing Company","44.9442","-93.0936"
"MN","Furious",0.062,99,"American IPA","Surly Brewing Company","44.9442","-93.0936"
"MN","Moar",0.044,44,"English India Pale Ale (IPA)","Bent Brewstillery","44.9442","-93.0936"
"MN","Let It Ride IPA",0.068,90,"American IPA","Indeed Brewing Company","44.9442","-93.0936"
"MN","Stir Crazy Winter Ale",0.065,22,"Winter Warmer","Indeed Brewing Company","44.9442","-93.0936"
"MN","Bad Axe Imperial IPA",0.098,76,"American Double / Imperial IPA","Big Wood Brewery","44.9442","-93.0936"
"MN","Bender",0.051,45,"American Brown Ale","Surly Brewing Company","44.9442","-93.0936"
"MN","Jack Pine Savage",0.053,43,"American Pale Ale (APA)","Big Wood Brewery","44.9442","-93.0936"
"MN","Forest Fire Imperial Smoked Rye",0.099,85,"Rye Beer","Big Wood Brewery","44.9442","-93.0936"
"MN","CynicAle",0.067,33,"Saison / Farmhouse Ale","Surly Brewing Company","44.9442","-93.0936"
"MN","Harness the Winter",0.072,87,"American IPA","Bent Paddle Brewing Company","44.9442","-93.0936"
"MN","Bent Hop Golden IPA",0.062,68,"American IPA","Bent Paddle Brewing Company","44.9442","-93.0936"
"MN","Bent Paddle Black Ale",0.06,34,"American Black Ale","Bent Paddle Brewing Company","44.9442","-93.0936"
"MN","Bitter Brewer",0.04,37,"English Bitter","Surly Brewing Company","44.9442","-93.0936"
"MN","Nordic Blonde",0.057,27,"American Blonde Ale","Bent Brewstillery","44.9442","-93.0936"
"MN","Hell",0.051,20,"Keller Bier / Zwickel Bier","Surly Brewing Company","44.9442","-93.0936"
"MN","WET",0.075,90,"American IPA","Surly Brewing Company","44.9442","-93.0936"
"MN","Abrasive Ale",0.097,120,"American Double / Imperial IPA","Surly Brewing Company","44.9442","-93.0936"
"MO","L'il Lucy's Hot Pepper Ale",0.049,28,"Chile Beer","Weston Brewing Company","38.5767","-92.1736"
"MO","India Pale Ale",0.063,65,"American IPA","Kirkwood Station Brewing Company","38.5767","-92.1736"
"MO","Schlafly Yakima Wheat Ale",0.05,45,"American Pale Wheat Ale","Schlafly Brewing Company","38.5767","-92.1736"
"MO","Blackberry Wheat",0.048,11,"American Pale Wheat Ale","Kirkwood Station Brewing Company","38.5767","-92.1736"
"MO","McKinney Eddy Amber Ale",0.055,20,"American Amber / Red Ale","Piney River Brewing Company","38.5767","-92.1736"
"MO","Schlafly American Brown Ale",0.05,30,"American Brown Ale","Schlafly Brewing Company","38.5767","-92.1736"
"MO","Schlafly Hefeweizen",0.041,16,"Hefeweizen","Schlafly Brewing Company","38.5767","-92.1736"
"MO","Towhead",0.052,21,"American Blonde Ale","Mother's Brewing","38.5767","-92.1736"
"MO","Honey Wheat",0.047,14,"American Pale Wheat Ale","Morgan Street Brewery","38.5767","-92.1736"
"MO","O’Malley’s IPA",0.075,89,"American IPA","Weston Brewing Company","38.5767","-92.1736"
"MO","Heavy Lifting",0.062,80,"American IPA","Boulevard Brewing Company","38.5767","-92.1736"
